Givenname,Surname,Streetaddress,City,Zipcode,Country,CountryCode,NationalId,TelephoneCountryCode,Telephone,Birthday,ConsentToContact
Marius,Johnsen,Gulbrandsenvollen 8,Sivby,2269,Norge,NO,19810702-4605,+47,+47 17 41 13 77,1981-07-02,True
Johan,Aas,Næsshaugen 709,Nygård,0704,Norge,NO,19640327-4606,47,+47 47 08 25 77,1964-03-27,True
Göran,Rydén,Björkgatan 36,Mölndal,83980,Sverige,SE,19531002-4540,+46,08-312 98 07,1953-10-02,True
Elisabeth,Nilsson,Furugränd 185,Uddevalla,59320,Sverige,SE,19710307-3136,+46,08-882 87 89,1971-03-07,True
Fredrik,Andersson,Skolgatan 6,Lidköping,39703,Sverige,SE,19640818-4480,+46,+46 (0)8 037 857 77,1964-08-18,True
Marie,Lie,Lundegrenda 71,Jennystrøm,0749,Norge,NO,19720306-6515,+47,69295014,1972-03-06,True
Mariam,Arvidsson,Skolgränd 9,Nyköping,61627,Sverige,SE,19701119-1809,+46,+46 (0)8 209 754 08,1970-11-19,True
Elisabet,Arvidsson,Nytorget 624,Luleå,99030,Sverige,SE,19891108-3462,+46,+46 (0)10 29 80 31,1989-11-08,True
Irene,Aasen,Pedersenmarka 1,Hegeø,3130,Norge,NO,19781021-2196,+47,35683501,1978-10-21,True
Emanuel,Aronsson,Stationsvägen 29,Piteå,16918,Sverige,SE,19420612-1049,+46,0085-779 38,1942-06-12,True
Daniel,Rønning,Ødegårdroa 5A,Julieborg,0214,Norge,NO,19430205-5522,47,+47 38 57 49 24,1943-02-05,True
Helge,Moen,Andresenskrenten 5,Annabø,3794,Norge,NO,19541026-0712,+47,91572943,1954-10-26,True
Leslie,Tran,Pearson Hollow 985,Thomasborough,69101,Danmark,DK,19680412-4042,+45,342.302.2440,1968-04-12,True
Birger,Nilsson,Skogsstigen 1,Falun,23295,Sverige,SE,19790812-9396,+46,08-912 31 56,1979-08-12,True
Bengt,Thorén,Backstigen 7,Norrköping,82329,Sverige,SE,19910216-6844,+46,08-361 234 14,1991-02-16,True
Miranda,Mendez,Conner Falls 59744,Youngberg,50759,Danmark,DK,19550723-4877,+45,+1-226-893-4429x260,1955-07-23,True
Åke,Karlsson,Storgränd 5,Stockholm,48552,Sverige,SE,19940205-3082,+46,08-328 56 26,1994-02-05,True
Niklas,Linder,Skoltorget 390,Trelleborg,53372,Sverige,SE,19870311-9795,+46,0855-347 51,1987-03-11,True
Lennart,Gustavsson,Industrigränd 82,Norrköping,29182,Sverige,SE,19951203-0017,+46,+46 (0)140 739 58,1995-12-03,True
Ronnie,Hammarström,Granvägen 3,Motala,87452,Sverige,SE,19630303-9655,+46,08-60 12 31,1963-03-03,True
Juni,Johansson,Villagatan 587,Sandviken,76007,Sverige,SE,19700627-8519,+46,08-01 77 57,1970-06-27,True
Ingeborg,Johansson,Ekstigen 7,Lidköping,46447,Sverige,SE,19991020-0738,+46,+46 (0)397 742 96,1999-10-20,True
Idun,Nyman,Kyrkgränd 3,Borås,14259,Sverige,SE,19700620-1623,+46,08-30 25 50,1970-06-20,True
Anni,Mäkelä,Ilotulitustie 6,Evijärvi,76512,Finland,FI,19501225-291W,+358,+358 941523168,1950-12-25,True
David,Eklund,Industrigatan 040,Södertälje,69983,Sverige,SE,19550401-9752,+46,+46 (0)8 826 664 82,1955-04-01,True
Erik,Palmgren,Kyrktorget 31,Sundsvall,91052,Sverige,SE,19781025-5290,+46,0610-935 66,1978-10-25,True
Charlotta,Ekström,Nygränd 75,Södertälje,33663,Sverige,SE,19930215-2630,+46,0781-298 15,1993-02-15,True
Eirik,Moe,Pettersenhaugen 10,Tonjegrunn,2777,Norge,NO,19470205-5499,+47,439 27 823,1947-02-05,True
Helene,Tangen,Fredriksenkroken 3C,Johannessen,5471,Norge,NO,19431226-7001,+47,86 81 72 71,1943-12-26,True
Olle,Ahmad,Industrivägen 0,Skellefteå,78758,Sverige,SE,19650317-4560,+46,+46 (0)31 65 45 80,1965-03-17,True
Linnéa,Lundberg,Kyrkvägen 37,Gävle,69383,Sverige,SE,19960305-4817,+46,08-700 57 02,1996-03-05,False
Jens,Sjöberg,Ringstigen 77,Gävle,35816,Sverige,SE,19900617-7652,+46,0887-667 55,1990-06-17,True
Joshua,Bass,Brooke Burg 3358,Johnsonchester,99304,Danmark,DK,19971015-8527,+45,5744170623,1997-10-15,True
Elisabet,Ali,Granstigen 33,Uddevalla,70652,Sverige,SE,19511201-5634,+46,08-44 17 89,1951-12-01,True
Roy,Larsson,Åkervägen 89,Lund,76052,Sverige,SE,19751020-1221,+46,08-94 00 66,1975-10-20,True
Monique,Wagner,Miranda Wells 8466,Wrightmouth,95316,Danmark,DK,19700209-5985,+45,4896500033,1970-02-09,True
Fredrik,Lundmark,Järnvägsvägen 18,Gävle,21183,Sverige,SE,19660304-7980,+46,+46 (0)8 347 689 78,1966-03-04,True
Petteri,Lehtonen,Yrjö-Koskisen tie 78,Kittilä,60630,Finland,FI,19660318-461D,+358,+358 443488761,1966-03-18,True
Andrea,Newton,Smith View 62051,Hallport,18386,Danmark,DK,19420721-3916,+45,001-703-721-9709x5728,1942-07-21,True
Reino,Hartikainen,Orasbulevardi 68,Toholampi,57817,Finland,FI,20001225-056C,+358,+358 82 4856743,2000-12-25,True
Lars,Næss,Iversenberget 686,Toneborg,8802,Norge,NO,19800522-3396,+47,+47 39 25 58 31,1980-05-22,True
Vilde,Myhre,Jenssenskogen 2A,Jensstrand,9778,Norge,NO,19730124-7096,+47,99493467,1973-01-24,True
Margareta,Thorén,Ekgränd 970,Lund,56579,Sverige,SE,19830731-8557,+46,08-063 676 88,1983-07-31,False
Christer,Lindahl,Gentorget 36,Borås,21934,Sverige,SE,19520417-4473,+46,032-696 79 38,1952-04-17,True
Theodore,Hodge,Misty Springs 3951,Jonesville,17325,Danmark,DK,19520425-3772,+45,600-829-3074,1952-04-25,True
Antti,Ahonen,Vesalantie 9,Salo,88569,Finland,FI,19660408-8380,+358,077 960 9988,1966-04-08,True
Bo,Pettersson,Parkvägen 53,Ängelholm,16586,Sverige,SE,19921017-2728,+46,+46 (0)094 716 21,1992-10-17,True
George,Harrington,Elizabeth Glens 99763,South Diane,53200,Danmark,DK,19640812-1940,+45,280-833-4593,1964-08-12,True
Sissel,Martinsen,Karlsenmoen 3,Frodeby,6193,Norge,NO,19980603-6301,+47,986 18 599,1998-06-03,True
Pirjo,Koskela,Rukkilankatu 455,Lumparland,67803,Finland,FI,19980826-470A,+358,0576015210,1998-08-26,True
Margaretha,Mårtensson,Järnvägsstigen 0,Lidköping,26818,Sverige,SE,19470215-9541,+46,08-494 890 72,1947-02-15,True
Kari,Heinonen,Haravakatu 98,Kouvola,32557,Finland,FI,19581119-106M,+358,+358 764032618,1958-11-19,True
Tom,Eide,Strømkroken 63,Moen,6074,Norge,NO,19801016-1457,+47,09157730,1980-10-16,True
Wilhelm,Nyström,Skolgatan 6,Trelleborg,17856,Sverige,SE,19940519-0724,+46,+46 (0)390 174 58,1994-05-19,True
Ann-Charlotte,Lundgren,Genstigen 1,Gävle,22773,Sverige,SE,19871030-6916,+46,+46 (0)8 280 658 09,1987-10-30,True
Eino,Lehtinen,Franzéninkatu 95,Parainen,72279,Finland,FI,19810728-056P,+358,+358 992337443,1981-07-28,True
Christina,Johansson,Skogsstigen 87,Kalmar,89809,Sverige,SE,19740207-6282,+46,+46 (0)468 221 09,1974-02-07,True
Becky,Griffin,Jessica Glens 93810,South Brittany,95143,Danmark,DK,19990707-1426,+45,579.418.5117,1999-07-07,True
Sigrid,Martinsen,Gulbrandsenstubben 25,Brekke,7146,Norge,NO,19770216-5090,+47,63 04 06 00,1977-02-16,True
Gun,Svensson,Bäckvägen 0,Halmstad,73355,Sverige,SE,19550602-9048,46,08-179 35 64,1955-06-02,True
Matthew,Hayes,Bonnie Forge 6370,Thomasstad,38868,Finland,DK,19890709-3251,+45,+1-373-475-3297x83691,1989-07-09,True
Nina,Eriksson,Kyrkgränd 509,Borås,39451,Sverige,SE,19641113-7618,+46,+46 (0)8 180 186 32,1964-11-13,True
Rita,Gulbrandsen,Amundsenengen 16,Kristinberg,5583,Norge,NO,19891005-5221,+47,+4786327724,1989-10-05,True
Reidun,Haugen,Ruudgjerdet 56,Trineberg,0188,Norge,NO,19960805-8464,+47,+47 39 53 44 99,1996-08-05,True
Larry,King,Davis Field 94980,Lake Robertside,13703,Danmark,DK,19690908-6131,+45,235-867-9111,1969-09-08,True
Elisabeth,Sundqvist,Björktorget 3,Mölndal,13816,Sverige,SE,19421210-3907,+46,0555-106 11,1942-12-10,True
Joy,Maynard,Koch Haven 04183,Wardstad,61863,Danmark,DK,19730313-7099,+45,+1-694-913-0152x4383,1973-03-13,True
Benjamin,Jönsson,Åkergatan 708,Malmö,61933,Sverige,SE,19540814-1453,+46,08-898 53 50,1954-08-14,True
Jeanette,Sköld,Kyrkovägen 1,Sundsvall,73030,Sverige,SE,19680613-3126,+46,08-443 53 07,1968-06-13,True
Kari,Häkkinen,Iltatähdentie 970,Taivalkoski,53865,Finland,FI,19580225-352X,+358,0465381960,1958-02-25,True
Martin,Andreasson,Parkgränd 36,Göteborg,49329,Sverige,SE,19711124-5756,+46,065-374 42 63,1971-11-24,True
Tom,Jenssen,Johansenlia 2B,Synnøvestrøm,4700,Norge,NO,19830108-3606,+47,42495249,1983-01-08,True
Marie,Karlsson,Skolgränd 241,Jönköping,46878,Sverige,SE,19810330-7162,+46,094-00 57 17,1981-03-30,True
Robert,Kvist,Backgatan 38,Uppsala,36280,Sverige,SE,19461001-1172,+46,08-10 16 44,1946-10-01,True
Ingrid,Wahlström,Parkgatan 7,Sundsvall,50400,Sverige,SE,19940613-7525,+46,+46 (0)47 30 07 98,1994-06-13,True
Maja,Mattsson,Villastigen 9,Falun,57470,Sverige,SE,19850312-4060,+46,08-803 175 40,1985-03-12,True
Erik,Andersson,Skolgatan 797,Eskilstuna,27487,Sverige,SE,19480416-2646,+46,059-45 06 64,1948-04-16,True
Simon,Gustavsson,Skolvägen 2,Sandviken,64734,Sverige,SE,19600123-5970,+46,058-72 36 26,1960-01-23,True
Lina,Östlund,Skolgatan 9,Norrköping,35182,Sverige,SE,19601214-4722,+46,0548-89 90 42,1960-12-14,True
Seppo,Mustonen,Louhenkuja 15,Valtimo,56377,Finland,FI,19820306-184V,+358,011 866 4278,1982-03-06,True
Reidun,Solheim,Nygårdtunet 8,Johannesstrand,2059,Norge,NO,19460507-8025,+47,993 72 817,1946-05-07,True
Hjördis,Nilsson,Parkgatan 16,Sundsvall,24901,Sverige,SE,19450411-5856,+46,08-073 112 95,1945-04-11,True
Amanda,Reyes,Acosta Fields 679,North Allen,70846,Danmark,DK,19450305-6012,+45,2675301399,1945-03-05,True
Carlos,Gustafsson,Ängstorget 6,Landskrona,16236,Sverige,SE,19401121-2406,+46,+46 (0)849 838 92,1940-11-21,True
Julie,Strömberg,Ekvägen 1,Uddevalla,48798,Sverige,SE,19830820-5575,+46,0849-279 27,1983-08-20,True
William,Matthews,Wilson Alley 46033,Melissaview,37007,Danmark,DK,19670725-7943,+45,320-959-6812x271,1967-07-25,True
Anne,Korhonen,Maneesikatu 19,Jyväskylä,26056,Finland,FI,19750119-336T,+358,(+358) 281227435,1975-01-19,True
Bryan,Kim,Whitehead Estate 75317,Ashleystad,73907,Danmark,DK,19980213-6183,+45,+1-605-995-5625x58033,1998-02-13,True
Cecilie,Hauge,Christensenskrenten 15E,Heididal,4016,Norge,NO,19401030-8384,+47,+47 53 54 20 90,1940-10-30,True
Kenneth,Arnesen,Abrahamsenmyra 5B,Andersen,8155,Norge,NO,19941204-7506,+47,42125494,1994-12-04,False
Gunn,Bakken,Abrahamsengata 83C,Egilodden,5888,Norge,NO,19970927-5666,+47,13995110,1997-09-27,True
Johan,Göransson,Backgatan 7,Trelleborg,43612,Sverige,SE,19450502-9781,+46,+46 (0)8 513 575 58,1945-05-02,True
Barbro,Nyman,Aspgatan 912,Stockholm,37721,Sverige,SE,19590419-9603,+46,08-20 87 90,1959-04-19,True
Elisabet,Salomonsson,Ringgatan 862,Skellefteå,58651,Sverige,SE,19920309-3041,+46,+46 (0)84 17 46 11,1992-03-09,True
Emil,Hultman,Kyrkovägen 09,Umeå,39145,Sverige,SE,19690106-8093,+46,08-817 188 25,1969-01-06,True
Lennart,Lundblad,Björktorget 1,Karlskrona,41807,Sverige,SE,19500105-5095,+46,0283-86 01 09,1950-01-05,True
Berit,Kristiansen,Jensengjerdet 6,Maysjøen,2423,Norge,NO,19811210-3316,+47,29040529,1981-12-10,True
Kenneth,Rasmussen,Moengrenda 5,Rolfvik,8220,Norge,NO,19791219-6147,+47,95669780,1979-12-19,True
Sara,Jensen,Nyvägen 63,Landskrona,82121,Sverige,SE,19930919-7869,+46,+46 (0)097 987 92,1993-09-19,True
Emilie,Rønning,Sivertsenåsen 3,Johannessen,9894,Norge,NO,19511028-3097,+47,45393056,1951-10-28,True
Markus,Moe,Andersenløkka 5,Thorsen,6388,Norge,NO,19650528-2025,+47,92424864,1965-05-28,False
Danielle,Franklin,Tonya Keys 947,Timothyfort,95628,Danmark,DK,19610627-7764,+45,256-315-8680x0036,1961-06-27,True
Robin,Liljegren,Stationsvägen 39,Borlänge,38350,Sverige,SE,19400518-4127,+46,08-101 606 80,1940-05-18,True
Sonja,Frid,Idrottsgatan 327,Helsingborg,85877,Sverige,SE,19450823-1274,+46,0809-579 22,1945-08-23,True
Hamid,Sundqvist,Industritorget 86,Örnsköldsvik,58125,Sverige,SE,19500114-3340,+46,+46 (0)85 00 21 90,1950-01-14,True
Michael,Viklund,Ringtorget 236,Karlskrona,24113,Sverige,SE,19860307-9853,+46,08-371 93 46,1986-03-07,True
Alexander,Arvidsson,Åkergatan 004,Västerås,83557,Sverige,SE,19970826-1313,+46,0440-006 95,1997-08-26,True
Inger,Jakobsen,Nilsenroa 73,Kristofferstrøm,2989,Norge,NO,19800805-7967,+47,46784367,1980-08-05,True
Christina,Wolf,Bartlett Estates 70067,Hudsonfurt,28246,Danmark,DK,19480902-4134,+45,+1-425-239-9973x09172,1948-09-02,True
Evert,Eliasson,Industrigatan 43,Umeå,19583,Sverige,SE,19641020-4079,+46,0014-025 37,1964-10-20,True
April,Young,James Flat 267,East Timothyfurt,20820,Danmark,DK,19591013-8522,+45,745-388-9355x786,1959-10-13,True
Maria,Wikström,Industrigatan 3,Mölndal,56164,Sverige,SE,19790207-5774,+46,0783-47 82 77,1979-02-07,True
John,Bird,Jones Dale 841,Perezland,82853,Danmark,DK,19700125-3749,+45,(356)724-0397x884,1970-01-25,True
Teresa,Hahn,Steve Lodge 95107,Lewisport,03195,Danmark,DK,19651101-4803,+45,2854493934,1965-11-01,True
Magnus,Hallin,Stationstorget 5,Borås,88084,Sverige,SE,19871125-8967,+46,08-048 428 69,1987-11-25,True
Ingrid,Jansson,Trädgårdsgatan 962,Kristianstad,42003,Sverige,SE,19431216-8725,+46,+46 (0)40 93 66 51,1943-12-16,True
Alexander,Myklebust,Lundeflata 7,Fredriksen,0928,Finland,NO,19751103-1483,+47,63 61 38 01,1975-11-03,True
Austin,Green,Davis Brook 9418,Weissberg,63253,Danmark,DK,19430323-3741,+45,001-841-854-2952x8649,1943-03-23,True
Alfred,Weber,Elizabeth Squares 45502,Oneillmouth,75913,Danmark,DK,19960412-7728,+45,774-957-6394x47565,1996-04-12,False
Silje,Solheim,Lundringen 6,Thomassen,2685,Norge,NO,19590106-0753,+47,487 14 702,1959-01-06,True
Ragnhild,Hauge,Johnsenvollen 459,Haug,5534,Norge,NO,19820526-4794,+47,420 38 227,1982-05-26,True
Martin,Pettersen,Solheimgropa 1,Martinsen,0525,Norge,NO,19890518-1210,+47,+47 92 41 03 44,1989-05-18,True
Hans,Hansson,Trädgårdsgatan 2,Alingsås,93801,Sverige,SE,19810518-7603,+46,08-413 105 00,1981-05-18,True
Edvard,Johansson,Aspvägen 17,Norrköping,28494,Sverige,SE,19471224-6719,+46,08-79 22 44,1947-12-24,True
Max,Jönsson,Skogstorget 397,Uppsala,59410,Sverige,SE,19530227-5997,+46,+46 (0)35 38 27 35,1953-02-27,True
Wyatt,Hobbs,William Fords 56452,East Rachelmouth,10321,Danmark,DK,19490619-9294,+45,+1-916-487-4617x244,1949-06-19,True
Oliver,Nordin,Villavägen 9,Nyköping,63376,Sverige,SE,19570331-2290,+46,+46 (0)14 64 17 92,1957-03-31,True
Elliot,Johansson,Bäckgränd 735,Halmstad,95336,Sverige,SE,19490911-0192,+46,08-504 912 55,1949-09-11,True
Sander,Ellingsen,Eriksenfaret 7,Mortenstad,5136,Norge,NO,19751223-8067,+47,459 59 422,1975-12-23,True
Sigurd,Gulbrandsen,Myhrehavna 371,Martinsen,4965,Norge,NO,19770213-1081,+47,68 84 75 46,1977-02-13,True
Bengt,Blomqvist,Skolgatan 779,Lidköping,79378,Sverige,SE,19440430-1055,+46,08-181 57 19,1944-04-30,True
Marja,Heiskanen,Yhteiskouluntie 487,Lappajärvi,00664,Finland,FI,19581015-437A,+358,009 734 5037,1958-10-15,True
Louise,Eklund,Grantorget 214,Västerås,13479,Sverige,SE,19480512-6901,+46,0237-90 39 06,1948-05-12,True
Sarah,Persson,Idrottsstigen 0,Landskrona,12365,Sverige,SE,19500708-3579,+46,08-263 197 57,1950-07-08,True
Maria,Bylund,Fabriksvägen 19,Luleå,47606,Sverige,SE,19591108-2606,+46,+46 (0)33 38 35 18,1959-11-08,True
Roger,Johnson,Deborah Street 245,West Kimberly,62228,Danmark,DK,19721209-3496,+45,+1-900-396-7043x5941,1972-12-09,True
Elisabeth,Gustafsson,Industrigatan 3,Växjö,79031,Sverige,SE,19730412-4034,+46,069-23 50 27,1973-04-12,True
Linnéa,Persson,Furugränd 73,Örebro,89189,Sverige,SE,19941006-5214,+46,08-03 79 62,1994-10-06,True
Rolf,Brekke,Karlsenberget 53,Ellingsen,0561,Norge,NO,19580829-2864,+47,+47 13 22 15 10,1958-08-29,True
Øyvind,Lunde,Ahmedtoppen 49F,Sørensen,7942,Norge,NO,19950510-0445,+47,77125897,1995-05-10,True
Lars,Ahmed,Villastigen 69,Piteå,44217,Sverige,SE,19540830-9664,+46,0489-44 77 78,1954-08-30,True
Ingrid,Engdahl,Kyrkostigen 2,Örebro,45774,Sverige,SE,19800812-4597,+46,+46 (0)8 206 766 70,1980-08-12,True
Marit,Fredriksen,Berglia 37,Engen,4749,Norge,NO,19490122-4891,47,90936542,1949-01-22,True
Marit,Birkeland,Johansenvollen 3,Nilsen,3593,Norge,NO,19611117-7100,+47,48489719,1961-11-17,True
Helena,Forsberg,Järnvägstorget 7,Nyköping,38864,Sverige,SE,19720616-5216,+46,08-374 66 35,1972-06-16,True
Kirsti,Lampinen,Neonpolku 945,Ähtäri,90464,Finland,FI,19821014-556X,+358,+358 95 7435761,1982-10-14,True
Marit,Ruud,Alihaugen 2,Ingridstrøm,6811,Norge,NO,19510718-0629,+47,+4739770744,1951-07-18,True
Anita,Lindholm,Furugatan 3,Göteborg,77795,Sverige,SE,19531009-0591,+46,08-30 19 50,1953-10-09,True
Martina,Olsson,Bäckgatan 9,Falun,51738,Sverige,SE,19781024-9727,+46,0914-18 86 30,1978-10-24,True
James,Östlund,Kyrkovägen 3,Örnsköldsvik,84974,Sverige,SE,19480701-0759,+46,08-012 107 60,1948-07-01,True
Gro,Næss,Jørgensenekra 4B,Eliassen,6504,Norge,NO,19710619-4673,+47,91969925,1971-06-19,True
Bailey,Adams,Le Rapids 94196,Castilloberg,04605,Danmark,DK,19891001-2735,+45,868.225.1214x65994,1989-10-01,True
Magnus,Solheim,Iversenbakken 60,Runehamn,3000,Norge,NO,19731208-6864,+47,43811250,1973-12-08,True
Anders,Karlsson,Industristigen 4,Gävle,47545,Sverige,SE,19551220-6917,+46,037-91 04 82,1955-12-20,True
Pål,Helland,Hellandfaret 4F,Ingeborgsund,5829,Norge,NO,19690904-3578,+47,16637399,1969-09-04,True
Evelina,Lund,Industrigatan 865,Borås,40940,Sverige,SE,19800609-7483,+46,073-34 92 47,1980-06-09,True
Elisabet,Johansson,Skolvägen 5,Skövde,43127,Sverige,SE,19430913-1809,+46,0645-44 15 95,1943-09-13,True
Paula,Jönsson,Kyrkostigen 4,Umeå,55370,Sverige,SE,19661121-1034,+46,+46 (0)32 42 01 29,1966-11-21,True
Juhani,Martikainen,Mamsellimyllyntie 49,Kruunupyy,72794,Finland,FI,19491128-668E,+358,076 433 0922,1949-11-28,True
Mattias,Skoog,Stationsvägen 820,Motala,46253,Sverige,SE,19621024-6340,+46,08-90 06 35,1962-10-24,True
Kristen,Hogan,Ryan Highway 27305,Robertville,43769,Danmark,DK,19481106-1399,+45,7804628464,1948-11-06,True
Maija,Heikkinen,Biologinkatu 902,Mäntsälä,45522,Finland,FI,19751009-7214,+358,061 164 4586,1975-10-09,True
Magnus,Eliassen,Strandeggen 5,Lisedal,7754,Norge,NO,19980823-4845,+47,24631196,1998-08-23,True
Maria,Ågren,Industrigatan 3,Kristianstad,54286,Sverige,SE,19800518-6478,+46,0467-00 00 83,1980-05-18,True
Roger,Johannessen,Rasmussentjernet 4,Oleby,7767,Norge,NO,19880506-4762,+47,95218729,1988-05-06,True
Matilda,Johansson,Parkgränd 440,Helsingborg,76181,Sverige,SE,19400826-2528,+46,0279-32 18 23,1940-08-26,True
Henrik,Haugland,Nguyenstien 9,Johannessen,3004,Norge,NO,19560629-3847,+47,91771334,1956-06-29,True
Michael,Myers,Robert Ports 513,Reedmouth,68131,Danmark,DK,19820819-3958,+45,001-872-971-3577,1982-08-19,True
Greta,Svanberg,Backvägen 2,Varberg,63920,Sverige,SE,19940820-8150,+46,0926-629 12,1994-08-20,True
Malin,Larsson,Kvarngatan 360,Örebro,25830,Sverige,SE,19670406-2759,+46,08-96 97 96,1967-04-06,True
Frode,Karlsen,Aasenstykket 9,Knutsen,8995,Norge,NO,19860205-5038,+47,02 08 09 11,1986-02-05,True
Vidar,Rasmussen,Sørensengjerdet 87B,Elisabethvær,4625,Norge,NO,19671127-4838,+47,488 31 324,1967-11-27,True
Kenneth,Golden,Joyce Cape 243,South Angela,74636,Danmark,DK,19991220-4311,+45,(944)436-6812,1999-12-20,True
Elsy,Ekman,Industrigränd 4,Falun,70207,Sverige,SE,19560812-2640,+46,+46 (0)48 28 99 64,1956-08-12,True
James,Rogers,Miller Points 66838,Port Christopher,68921,Danmark,DK,19660404-9164,+45,001-664-213-1267x99750,1966-04-04,True
Carina,Hultman,Kvarnvägen 365,Linköping,33047,Sverige,SE,19781120-9301,+46,082-273 22 62,1978-11-20,True
Birgitta,Pettersson,Kyrktorget 7,Lidingö,97734,Sverige,SE,19920609-7511,+46,0640-50 67 49,1992-06-09,True
Minna,Anttila,Ilkantie 1,Rautjärvi,69177,Finland,FI,19570225-217N,+358,+358 45 4108683,1957-02-25,True
Rune,Johnsen,Johannessenstykket 1,Moen,7120,Norge,NO,19561120-4684,+47,63 42 78 48,1956-11-20,True
Sebastian,Simonsen,Bakkestubben 3,Hildeås,0999,Norge,NO,19550112-9282,+47,35 89 54 02,1955-01-12,True
Julia,Simpson,Christopher Dam 552,Mckenziefurt,92654,Danmark,DK,19471110-8568,+45,837-332-3503x3859,1947-11-10,True
James,Compton,Jackson Corners 042,Wernerville,37463,Danmark,DK,19561217-0107,+45,(665)340-9084,1956-12-17,True
Rita,Ali,Dahllyngen 5,Astridhelle,4351,Norge,NO,19450821-5655,+47,+47 12 49 64 37,1945-08-21,True
Petri,Antikainen,Waseniuksen puistobulevardi 5,Maalahti,75653,Finland,FI,19920617-893L,+358,0966767236,1992-06-17,True
Andrea,Silva,Adams Stravenue 216,Amberberg,72668,Danmark,DK,19450612-3597,+45,823.866.1233x73957,1945-06-12,True
Lars,Karlsson,Skogstorget 834,Skellefteå,52750,Sverige,SE,19990510-3944,+46,08-213 82 38,1999-05-10,True
Laura,Karlsson,Idrottsgränd 6,Landskrona,67421,Sverige,SE,19690707-7934,+46,0619-62 61 13,1969-07-07,True
Ryan,Martinez,Fernandez Stream 13491,Chavezside,49704,Danmark,DK,19840216-1604,+45,4629574526,1984-02-16,True
Robert,Mikkola,Gneissikatu 147,Pukkila,05634,Finland,FI,19840301-734C,+358,(+358) 390974268,1984-03-01,True
Ann,Thomassen,Ødegårdberget 60,Nilsen,4184,Norge,NO,19730203-2105,+47,11190378,1973-02-03,True
Danielle,Bates,Arroyo Course 7659,East Elizabeth,76924,Danmark,DK,19430217-4954,+45,888.913.2134x98911,1943-02-17,True
Johan,Forslund,Storgränd 88,Mölndal,37759,Sverige,SE,19860622-8495,+46,+46 (0)8 364 434 00,1986-06-22,True
Elin,Andersson,Parkgatan 30,Karlstad,42424,Sverige,SE,19880806-8274,+46,0081-018 20,1988-08-06,True
Theresa,Duncan,Ochoa Loaf 900,North Jennifer,94798,Danmark,DK,19950221-1905,+45,(657)360-7313x60305,1995-02-21,True
Isabell,Magnusson,Åkervägen 3,Kalmar,43624,Sverige,SE,19830123-1075,+46,08-696 45 86,1983-01-23,True
Jennifer,Washington,Katie Station 36627,North Michelle,11644,Danmark,DK,19770428-5062,+45,001-655-915-8956x758,1977-04-28,True
Leif,Karlsson,Skolgränd 795,Linköping,73047,Sverige,SE,19401223-1400,+46,+46 (0)991 650 45,1940-12-23,True
Bryan,Wilson,Todd Skyway 385,Port Joseph,12976,Danmark,DK,19840814-2950,+45,870-533-3632x667,1984-08-14,True
Tor,Moen,Gundersenjordet 6,Lunde,9435,Norge,NO,19950603-1313,+47,960 60 274,1995-06-03,True
Dominique,Goodwin,Arnold Fort 53484,Monicaland,53134,Danmark,DK,19970731-3615,+45,250.265.5164x0997,1997-07-31,True
Nils,Lindström,Skolstigen 572,Södertälje,64711,Sverige,SE,19470217-1116,+46,+46 (0)17 71 22 43,1947-02-17,True
Lowe,Ljunggren,Strandvägen 0,Östersund,77452,Sverige,SE,19460211-0602,+46,+46 (0)37 55 69 16,1946-02-11,True
Anu,Virtanen,Urkurinbulevardi 41,Pyhäntä,83877,Finland,FI,19660514-2008,+358,068 880 6376,1966-05-14,True
Jill,Larsson,Storgatan 680,Västerås,19472,Sverige,SE,19690330-6803,+46,08-378 172 61,1969-03-30,True
Leif,Björkman,Kyrkostigen 173,Landskrona,90643,Sverige,SE,19450724-2066,+46,0590-96 85 46,1945-07-24,True
Timothy,Davis,Cain Ports 5606,East Eileenside,95039,Danmark,DK,19900320-1684,+45,(204)907-4675x5060,1990-03-20,True
Brian,Walker,Kevin Estate 0447,New Cassandra,53076,Danmark,DK,19900914-1716,+45,001-816-573-3837x271,1990-09-14,True
Bjørg,Hauge,Brekkesvingen 8,Eide,2538,Norge,NO,19820101-0308,+47,994 17 446,1982-01-01,True
Amy,Valencia,Joshua Parkways 572,West Amyland,76389,Danmark,DK,19740106-3370,+45,+1-939-808-0218x077,1974-01-06,False
Elisabeth,Abbas,Kvarnvägen 2,Norrköping,44815,Sverige,SE,19531212-8912,+46,+46 (0)8 507 860 12,1953-12-12,True
Daniel,Lund,Jenssenvollen 20F,Monahelle,7931,Norge,NO,19830913-8682,+47,967 87 293,1983-09-13,True
Emma,Aasen,Myklebustholtet 05,Antonsen,7774,Norge,NO,19511202-7539,+47,99686388,1951-12-02,True
Matilda,Bengtsson,Idrottsgatan 4,Lund,16902,Sverige,SE,19770430-8461,+46,08-59 70 47,1977-04-30,True
Mark,Oneal,Tracy Tunnel 3480,South Caitlin,54874,Danmark,DK,19671129-6341,+45,(726)520-7972,1967-11-29,True
Stig,Edvardsen,Iversengrenda 1A,Marisjøen,4712,Norge,NO,19570318-4619,+47,11 31 24 90,1957-03-18,True
Jarmo,Ylönen,Ida Ekmanin tie 63,Lapinlahti,62757,Finland,FI,19841216-6957,+358,+358 227486194,1984-12-16,True
